date,Open,High,Low,Close,Adj Close,Volume,DollarPrice,DollarChangeRate,OilPrice,OilChangeRate,Interest,InterestRateChange,copper,copperChangeRate,nextdayprice,result
2018-02-23,93.599998,94.07,92.360001,94.059998,88.771446,26329200,89.88,0.16,63.55,1.24,1.42,0,3.223,-0.85,95.419998,1
2018-02-26,94.400002,95.449997,94.25,95.419998,90.054985,30199800,89.85,-0.03,63.91,0.57,1.42,0,3.2115,-0.36,94.199997,0
2018-02-27,95.739998,95.839996,94.199997,94.199997,88.903564,25869100,90.36,0.57,63.01,-1.41,1.42,0,3.1865,-0.78,93.769997,0
2018-02-28,94.839996,95.709999,93.629997,93.769997,88.497749,31167300,90.61,0.28,61.64,-2.17,1.35,-4.93,3.1325,-1.69,92.849998,0
2018-03-01,93.989998,94.57,91.839996,92.849998,87.629478,37135600,90.32,-0.32,60.99,-1.05,1.42,5.19,3.123,-0.3,93.050003,1
2018-03-02,91.580002,93.150002,90.860001,93.050003,87.81823,32830400,89.94,-0.42,61.25,0.43,1.42,0,3.1245,0.05,93.639999,1
2018-03-05,92.339996,94.269997,92.260002,93.639999,88.375053,23901600,90.08,0.16,62.57,2.16,1.42,0,3.128,0.11,93.32,0
2018-03-06,94.339996,94.489998,92.940002,93.32,88.073051,22175800,89.62,-0.51,62.6,0.05,1.42,0,3.159,0.99,93.860001,1
2018-03-07,93.160004,93.940002,92.43,93.860001,88.58268,26716100,89.64,0.02,61.15,-2.32,1.42,0,3.136,-0.73,94.43,1
2018-03-08,94.269997,95.099998,93.769997,94.43,89.120636,25887800,90.18,0.6,60.12,-1.68,1.42,0,3.079,-1.82,96.540001,1
2018-03-09,95.290001,96.540001,95,96.540001,91.112,36937300,90.09,-0.1,62.04,3.19,1.42,0,3.136,1.85,96.769997,1
2018-03-12,96.5,97.209999,96.040001,96.769997,91.329071,26073700,89.89,-0.22,61.36,-1.1,1.42,0,3.124,-0.38,94.410004,0
2018-03-13,97,97.239998,93.970001,94.410004,89.101768,35387800,89.66,-0.26,60.71,-1.06,1.42,0,3.138,0.45,93.849998,0
2018-03-14,95.120003,95.410004,93.5,93.849998,88.573242,32132000,89.7,0.04,60.96,0.41,1.42,0,3.1585,0.65,94.18,1
2018-03-15,93.529999,94.580002,92.830002,94.18,88.884689,27611000,90.14,0.49,61.19,0.38,1.43,0.7,3.1275,-0.98,94.599998,1
2018-03-16,94.68,95.379997,93.919998,94.599998,89.281082,49081300,90.23,0.1,62.34,1.88,1.43,0,3.1075,-0.64,92.889999,0
2018-03-19,93.739998,93.900002,92.110001,92.889999,87.667236,33344100,89.77,-0.51,62.06,-0.45,1.43,0,3.082,-0.82,93.129997,1
2018-03-20,93.050003,93.769997,93,93.129997,87.893738,23075200,90.37,0.67,63.4,2.16,1.44,0.7,3.038,-1.43,92.480003,0
2018-03-21,92.93,94.050003,92.209999,92.480003,87.280273,24457100,89.78,-0.65,65.17,2.79,1.44,0,3.0585,0.67,89.790001,0
2018-03-22,91.269997,91.75,89.660004,89.790001,84.741539,38604700,89.86,0.09,64.3,-1.33,1.68,16.67,3.02,-1.26,87.18,0
2018-03-23,89.5,90.459999,87.080002,87.18,82.278282,44068900,89.48,-0.42,65.88,2.46,1.68,0,2.993,-0.89,93.779999,1
2018-03-26,90.610001,94,90.400002,93.779999,88.507195,56396800,89.03,-0.5,65.55,-0.5,1.68,0,2.97,-0.77,89.470001,0
2018-03-27,94.940002,95.139999,88.510002,89.470001,84.439499,56569000,89.33,0.34,65.25,-0.46,1.68,0,3.0005,1.03,89.389999,0
