date,Open,High,Low,Close,Adj Close,Volume,DollarPrice,DollarChangeRate,OilPrice,OilChangeRate,Interest,InterestRateChange,copper,copperChangeRate,nextdayprice,result
2018-02-12,39.625,40.9725,39.377499,40.677502,38.778717,243278000,90.21,-0.25,59.29,0.15,1.42,0,3.0965,1.74,41.084999,1
2018-02-13,40.487499,41.1875,40.412498,41.084999,39.167198,130196800,89.7,-0.57,59.19,-0.17,1.42,0,3.1715,2.42,41.842499,1
2018-02-14,40.759998,41.884998,40.720001,41.842499,39.889328,162579600,89.12,-0.65,60.6,2.38,1.42,0,3.245,2.32,43.247501,1
2018-02-15,42.447498,43.272499,42.25,43.247501,41.228752,204588800,88.59,-0.59,61.34,1.22,1.42,0,3.2545,0.29,43.107498,0
2018-02-16,43.09,43.705002,42.942501,43.107498,41.095291,160704400,89.1,0.58,61.68,0.55,1.42,0,3.258,0.11,42.962502,0
2018-02-20,43.012501,43.564999,42.855,42.962502,40.957062,135722000,89.72,0.7,61.9,-0.77,1.42,0,3.2015,-1.73,42.767502,0
2018-02-21,43.2075,43.529999,42.752499,42.767502,40.771164,149886400,90,0.31,61.68,-0.36,1.42,0,3.226,0.77,43.125,1
2018-02-22,42.950001,43.487499,42.927502,43.125,41.111969,123967600,89.74,-0.29,62.77,1.77,1.42,0,3.2505,0.76,43.875,1
2018-02-23,43.4175,43.912498,43.384998,43.875,41.826969,135249600,89.88,0.16,63.55,1.24,1.42,0,3.223,-0.85,44.7425,1
2018-02-26,44.087502,44.8475,44.052502,44.7425,42.653965,152648800,89.85,-0.03,63.91,0.57,1.42,0,3.2115,-0.36,44.5975,0
2018-02-27,44.775002,45.119999,44.540001,44.5975,42.515736,155712400,90.36,0.57,63.01,-1.41,1.42,0,3.1865,-0.78,44.529999,0
2018-02-28,44.814999,45.154999,44.512501,44.529999,42.451378,151128400,90.61,0.28,61.64,-2.17,1.35,-4.93,3.1325,-1.69,43.75,0
2018-03-01,44.634998,44.945,43.165001,43.75,41.707798,195208000,90.32,-0.32,60.99,-1.05,1.42,5.19,3.123,-0.3,44.052502,1
2018-03-02,43.200001,44.075001,43.112499,44.052502,41.996178,153816000,89.94,-0.42,61.25,0.43,1.42,0,3.1245,0.05,44.205002,1
2018-03-05,43.802502,44.435001,43.630001,44.205002,42.141563,113605600,90.08,0.16,62.57,2.16,1.42,0,3.128,0.11,44.1675,0
2018-03-06,44.477501,44.5625,44.032501,44.1675,42.105812,95154000,89.62,-0.51,62.6,0.05,1.42,0,3.159,0.99,43.7575,0
2018-03-07,43.735001,43.962502,43.567501,43.7575,41.714943,126814000,89.64,0.02,61.15,-2.32,1.42,0,3.136,-0.73,44.235001,1
2018-03-08,43.869999,44.279999,43.767502,44.235001,42.170162,95096400,90.18,0.6,60.12,-1.68,1.42,0,3.079,-1.82,44.994999,1
2018-03-09,44.490002,45,44.3475,44.994999,42.894684,128740800,90.09,-0.1,62.04,3.19,1.42,0,3.136,1.85,45.43,1
2018-03-12,45.072498,45.5975,45.052502,45.43,43.309376,128828400,89.89,-0.22,61.36,-1.1,1.42,0,3.124,-0.38,44.9925,0
2018-03-13,45.647499,45.875,44.810001,44.9925,42.8923,126774000,89.66,-0.26,60.71,-1.06,1.42,0,3.138,0.45,44.610001,0
2018-03-14,45.080002,45.130001,44.452499,44.610001,42.527657,117473600,89.7,0.04,60.96,0.41,1.42,0,3.1585,0.65,44.662498,1
2018-03-15,44.625,45.060001,44.517502,44.662498,42.577702,90975200,90.14,0.49,61.19,0.38,1.43,0.7,3.1275,-0.98,44.505001,0
2018-03-16,44.662498,44.779999,44.404999,44.505001,42.427555,157618800,90.23,0.1,62.34,1.88,1.43,0,3.1075,-0.64,43.825001,0
2018-03-19,44.330002,44.3675,43.415001,43.825001,41.779289,133787200,89.77,-0.51,62.06,-0.45,1.43,0,3.082,-0.82,43.810001,0
2018-03-20,43.810001,44.200001,43.735001,43.810001,41.764992,78597600,90.37,0.67,63.4,2.16,1.44,0.7,3.038,-1.43,42.817501,0
2018-03-21,43.759998,43.772499,42.814999,42.817501,40.818836,148219600,89.78,-0.65,65.17,2.79,1.44,0,3.0585,0.67,42.212502,0
2018-03-22,42.5,43.169998,42.150002,42.212502,40.242069,165963200,89.86,0.09,64.3,-1.33,1.68,16.67,3.02,-1.26,41.235001,0
2018-03-23,42.0975,42.48,41.235001,41.235001,39.310192,164115200,89.48,-0.42,65.88,2.46,1.68,0,2.993,-0.89,43.192501,1
2018-03-26,42.017502,43.275002,41.610001,43.192501,41.176323,150164800,89.03,-0.5,65.55,-0.5,1.68,0,2.97,-0.77,42.084999,0
2018-03-27,43.419998,43.787498,41.73,42.084999,40.120506,163690400,89.33,0.34,65.25,-0.46,1.68,0,3.0005,1.03,41.619999,0
2018-03-28,41.8125,42.505001,41.297501,41.619999,39.677231,166674000,90.06,0.82,64.38,-1.33,1.68,0,3.0135,0.43,41.945,1
2018-03-29,41.952499,42.9375,41.724998,41.945,39.987053,153594000,90.15,0.1,64.94,0.87,1.68,0,3.037,0.78,41.669998,0
2018-04-02,41.66,42.235001,41.1175,41.669998,39.724888,150347200,90.05,0.09,63.01,-2.97,1.68,0.6,3.061,0.79,42.0975,1
2018-04-03,41.91,42.1875,41.220001,42.0975,40.132435,121112000,90.2,0.17,63.51,0.79,1.69,0.6,3.0745,0.44,42.9025,1
2018-04-04,41.220001,43.002499,41.192501,42.9025,40.899853,138422000,90.14,-0.07,63.37,-0.22,1.69,0,3.021,-1.74,43.200001,1
2018-04-05,43.145,43.557499,43.02,43.200001,41.183479,107732800,90.46,0.36,63.54,0.27,1.69,0,3.085,2.12,42.095001,0
2018-04-06,42.7425,43.119999,42.049999,42.095001,40.130054,140021200,90.11,-0.39,62.06,-2.33,1.69,0,3.069,-0.52,42.512501,1
2018-04-09,42.470001,43.272499,42.462502,42.512501,40.528065,116070800,89.84,-0.3,63.42,2.19,1.69,0,3.0865,0.57,43.3125,1
2018-04-10,43.25,43.5,42.8825,43.3125,41.290718,113634400,89.59,-0.28,65.51,3.3,1.69,0,3.146,1.93,43.110001,0
2018-04-11,43.057499,43.48,42.924999,43.110001,41.097675,89726400,89.57,-0.02,66.82,2,1.69,0,3.1265,-0.62,43.535,1
2018-04-12,43.352501,43.75,43.259998,43.535,41.502831,91557200,89.75,0.2,67.07,0.37,1.69,0,3.074,-1.68,43.682499,1
2018-04-13,43.695,43.959999,43.462502,43.682499,41.643452,100497200,89.8,0.06,67.39,0.48,1.69,0,3.082,0.26,43.955002,1
2018-04-16,43.7575,44.047501,43.7075,43.955002,41.903229,86313600,89.42,-0.42,66.22,-1.74,1.69,0,3.1065,0.79,44.560001,1
2018-04-17,44.122501,44.735001,44.102501,44.560001,42.479984,106421600,89.52,0.11,66.52,0.45,1.69,0,3.0915,-0.48,44.459999,0
2018-04-18,44.452499,44.705002,44.220001,44.459999,42.384651,83018000,89.62,0.11,68.47,2.93,1.69,0,3.17,2.54,43.200001,0
2018-04-19,43.439999,43.8475,43.165001,43.200001,41.183479,139235200,89.94,0.36,68.29,-0.26,1.69,0,3.1425,-0.87,41.43,0
2018-04-20,42.650002,42.805,41.357498,41.43,39.49609,261964400,90.32,0.42,68.38,0.13,1.7,0.59,3.145,0.08,41.310001,0
2018-04-23,41.7075,41.73,41.022499,41.310001,39.381687,146062000,90.95,0.7,68.64,0.38,1.7,0,3.1205,-0.78,40.735001,0
2018-04-24,41.4175,41.5825,40.305,40.735001,38.83353,134768000,90.77,-0.2,67.7,-1.37,1.7,0,3.1525,1.03,40.912498,1
2018-04-25,40.654999,41.355,40.602501,40.912498,39.002747,113528400,91.17,0.44,68.05,0.52,1.7,0,3.146,-0.21,41.055,1
2018-04-26,41.029999,41.432499,40.842499,41.055,39.138596,111852000,91.56,0.43,68.19,0.21,1.7,0,3.1265,-0.62,40.580002,0
2018-04-27,41,41.0825,40.157501,40.580002,38.685776,142623200,91.54,-0.02,68.1,-0.13,1.7,0,3.0695,-1.82,41.314999,1
2018-04-30,40.532501,41.814999,40.459999,41.314999,39.386459,169709600,91.84,0.33,68.57,0.69,1.69,-0.59,3.074,0.15,42.275002,1
2018-05-01,41.602501,42.299999,41.317501,42.275002,40.301655,214277600,92.45,0.66,67.25,-1.93,1.7,0.59,3.0375,-1.19,44.142502,1
2018-05-02,43.807499,44.4375,43.450001,44.142502,42.081978,266157600,92.51,0.06,67.93,1.01,1.7,0,3.0685,1.02,44.2225,1
2018-05-03,43.970001,44.375,43.610001,44.2225,42.158249,136272800,92.41,-0.11,68.43,0.74,1.7,0,3.0805,0.39,45.9575,1
2018-05-04,44.5625,46.0625,44.5425,45.9575,43.812244,224805200,92.57,0.17,69.72,1.89,1.7,0,3.0855,0.16,46.290001,1
2018-05-07,46.294998,46.9175,46.1875,46.290001,44.129234,169805600,92.75,0.19,70.73,1.45,1.7,0,3.079,-0.21,46.512501,1
2018-05-08,46.247501,46.555,45.9175,46.512501,44.341351,113611200,93.12,0.4,69.06,-2.36,1.7,0,3.059,-0.65,46.84,1
2018-05-09,46.637501,46.849998,46.305,46.84,44.653561,92844800,93.04,-0.09,71.14,3.01,1.7,0,3.0575,-0.05,47.509998,1
2018-05-10,46.935001,47.592499,46.912498,47.509998,45.292282,111957200,92.65,-0.42,71.36,0.31,1.7,0,3.11,1.72,47.147499,0
2018-05-11,47.372501,47.514999,46.862499,47.147499,45.120014,104848800,92.54,-0.12,70.7,-0.92,1.7,0,3.1115,0.05,47.037498,0
2018-05-14,47.252499,47.3825,46.965,47.037498,45.014755,83115200,92.59,0.05,70.96,0.37,1.7,0,3.093,-0.59,46.610001,0
2018-05-15,46.695,46.767502,46.275002,46.610001,44.605644,94780800,93.22,0.68,71.31,0.49,1.7,0,3.056,-1.2,47.044998,1
2018-05-16,46.517502,47.115002,46.5,47.044998,45.021927,76732400,93.39,0.18,71.49,0.25,1.7,0,3.0705,0.47,46.747501,0
2018-05-17,47,47.227501,46.59,46.747501,44.737217,69176000,93.47,0.09,71.49,0,1.7,0,3.089,0.6,46.577499,0
2018-05-18,46.797501,46.952499,46.532501,46.577499,44.574532,73190800,93.64,0.18,71.28,-0.29,1.7,0,3.0635,-0.83,46.907501,1
2018-05-21,47,47.317501,46.727501,46.907501,44.890343,73603200,93.68,0.04,72.24,1.35,1.7,0,3.0985,1.14,46.790001,0
2018-05-22,47.095001,47.220001,46.695,46.790001,44.777901,60962800,93.61,-0.07,72.13,-0.15,1.7,0,3.132,1.08,47.09,1
2018-05-23,46.587502,47.125,46.439999,47.09,45.064991,80233600,94,0.42,71.84,-0.4,1.7,0,3.0705,-1.96,47.037498,0
2018-05-24,47.192501,47.209999,46.552502,47.037498,45.014755,92936000,93.76,-0.26,70.71,-1.57,1.7,0,3.096,0.83,47.145,1
2018-05-25,47.057499,47.412498,46.912498,47.145,45.11763,69844000,94.19,0.46,67.88,-4,1.7,0,3.0775,-0.6,46.974998,0
2018-05-29,46.900002,47.1875,46.717499,46.974998,44.954945,90056400,94.83,0.68,66.73,-0.48,1.7,0,3.0625,-0.49,46.875,0
2018-05-30,46.93,47,46.695,46.875,44.859245,74762000,94.15,-0.72,68.21,2.22,1.7,0,3.0795,0.56,46.717499,0
2018-05-31,46.805,47.057499,46.535,46.717499,44.708508,109931200,93.98,-0.18,67.04,-1.72,1.7,0,3.075,-0.15,47.560001,1
2018-06-01,46.997501,47.564999,46.9375,47.560001,45.514793,93770000,94.19,0.22,65.81,-1.83,1.7,0,3.1085,1.09,47.9575,1
2018-06-04,47.91,48.355,47.837502,47.9575,45.895191,105064800,94.02,-0.18,64.75,-1.61,1.7,0,3.144,1.14,48.327499,1
2018-06-05,48.267502,48.485001,48.09,48.327499,46.249279,86264000,93.9,-0.13,65.52,1.19,1.7,0,3.208,2.04,48.494999,1
2018-06-06,48.407501,48.52,47.98,48.494999,46.409565,83734400,93.66,-0.26,64.73,-1.21,1.7,0,3.272,2,48.365002,0
2018-06-07,48.535,48.549999,48.084999,48.365002,46.285168,85388800,93.4,-0.28,65.95,1.88,1.7,0,3.2845,0.38,47.924999,0
2018-06-08,47.7925,48,47.442501,47.924999,45.864082,106627200,93.55,0.16,65.74,-0.32,1.7,0,3.31,0.78,47.807499,0
2018-06-11,47.837502,47.9925,47.552502,47.807499,45.751644,73234000,93.58,0.03,66.1,0.55,1.7,0,3.2665,-1.31,48.07,1
2018-06-12,47.8475,48.1525,47.787498,48.07,46.002853,67644400,93.8,0.24,66.36,0.39,1.7,0,3.2595,-0.21,47.674999,0
2018-06-13,48.105,48.220001,47.610001,47.674999,45.624851,86553600,93.71,-0.1,66.64,0.42,1.7,0,3.2635,0.12,47.700001,1
2018-06-14,47.887501,47.892502,47.555,47.700001,45.648766,86440400,94.77,1.13,66.89,0.38,1.9,11.76,3.232,-0.97,47.209999,0
2018-06-15,47.5075,47.540001,47.064999,47.209999,45.179836,246876800,94.79,0.02,65.06,-2.74,1.9,0,3.1555,-2.37,47.185001,0
2018-06-18,46.970001,47.305,46.799999,47.185001,45.155918,73939600,94.8,0.01,65.85,1.21,1.9,0,3.1175,-1.2,46.422501,0
2018-06-19,46.285,46.5825,45.862499,46.422501,44.426205,134314000,95.08,0.3,65.07,-1.18,1.91,0.53,3.058,-1.91,46.625,1
2018-06-20,46.587502,46.799999,46.432499,46.625,44.619999,82514800,95.06,-0.02,66.22,1.77,1.92,0.52,3.051,-0.23,46.365002,0
2018-06-21,46.8125,47.087502,46.235001,46.365002,44.37117,102847600,94.74,-0.34,65.54,-1.03,1.92,0,3.0325,-0.61,46.23,0
2018-06-22,46.529999,46.537498,46.174999,46.23,44.241974,108801600,94.52,-0.23,68.58,4.64,1.92,0,3.038,0.18,45.5425,0
2018-06-25,45.849998,46.23,45.182499,45.5425,43.584042,126652400,94.28,-0.25,68.08,-0.73,1.92,0,2.9985,-1.3,46.107498,1
2018-06-26,45.747501,46.6325,45.634998,46.107498,44.124744,98276800,94.66,0.4,70.53,3.6,1.92,0,3.005,0.22,46.040001,0
2018-06-27,46.307499,46.82,46.0075,46.040001,44.060154,101141200,95.27,0.64,72.76,3.16,1.91,-0.52,2.9975,-0.25,46.375,1
2018-06-28,46.025002,46.552502,45.950001,46.375,44.380753,69460800,95.39,0.13,73.45,0.95,1.91,0,2.9715,-0.87,46.2775,0
2018-06-29,46.572498,46.797501,45.727501,46.2775,44.287441,90950800,94.64,-0.79,74.15,0.95,1.91,0,2.966,-0.19,46.794998,1
2018-07-02,45.955002,46.825001,45.855,46.794998,44.782684,70925200,95.03,0.41,73.94,-0.28,1.91,0,2.944,-0.74,45.98,0
2018-07-03,46.947498,46.987499,45.884998,45.98,44.002728,55819200,94.67,-0.38,74.14,0.27,1.91,0,2.917,-0.92,46.349998,1
2018-07-05,46.314999,46.602501,46.07,46.349998,44.356812,66416800,94.47,-0.21,72.94,-1.61,1.91,0,2.826,-3.12,46.9925,1
2018-07-06,46.355,47.107498,46.299999,46.9925,44.971695,69940800,94.04,-0.46,73.8,1.18,1.91,0,2.824,-0.07,47.645,1
2018-07-09,47.375,47.669998,47.325001,47.645,45.59613,79026400,94.08,0.04,73.85,0.07,1.91,0,2.85,0.92,47.587502,0
2018-07-10,47.677502,47.82,47.544998,47.587502,45.541111,63756400,94.15,0.07,74.11,0.35,1.91,0,2.8395,-0.37,46.970001,0
2018-07-11,47.125,47.445,46.9025,46.970001,44.950157,75326000,94.72,0.61,70.38,-5.03,1.91,0,2.7435,-3.38,47.7575,1
2018-07-12,47.3825,47.852501,47.327499,47.7575,45.703789,72164400,94.81,0.1,70.33,-0.07,1.91,0,2.777,1.22,47.8325,1
2018-07-13,47.77,47.959999,47.724998,47.8325,45.775574,50055600,94.75,-0.06,71.01,0.97,1.91,0,2.7755,-0.05,47.727501,0
2018-07-16,47.880001,48.162498,47.605,47.727501,45.675087,60172400,94.51,-0.25,68.06,-4.15,1.91,0,2.7645,-0.4,47.862499,1
2018-07-17,47.4375,47.967499,47.299999,47.862499,45.804279,62138000,94.94,0.45,68.08,0.03,1.91,0,2.747,-0.63,47.599998,0
2018-07-18,47.945,47.950001,47.482498,47.599998,45.553055,65573600,95.08,0.15,68.76,1,1.91,0,2.76,0.47,47.970001,1
2018-07-19,47.422501,48.137501,47.422501,47.970001,45.907154,81147200,95.15,0.07,69.46,1.02,1.91,0,2.6955,-2.34,47.860001,0
2018-07-20,47.945,48.107498,47.5425,47.860001,45.80188,82704800,94.45,-0.74,70.46,1.44,1.91,0,2.756,2.24,47.9025,1
2018-07-23,47.669998,47.990002,47.389999,47.9025,45.842556,63957600,94.67,0.23,67.89,-3.65,1.91,0,2.7465,-0.34,48.25,1
2018-07-24,48.112499,48.415001,48.012501,48.25,46.175121,74791600,94.61,-0.06,68.52,0.93,1.91,0,2.8105,2.33,48.705002,1
2018-07-25,48.264999,48.712502,48.107498,48.705002,46.610546,66839600,94.36,-0.26,69.3,1.14,1.91,0,2.8175,0.25,48.552502,0
2018-07-26,48.6525,48.990002,48.4025,48.552502,46.464615,76304000,94.75,0.41,69.61,0.45,1.91,0,2.818,0.02,47.744999,0
2018-07-27,48.747501,48.797501,47.525002,47.744999,45.691837,96096000,94.67,-0.08,68.69,-1.32,1.91,0,2.802,-0.57,47.477501,0
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.435837,84118000,94.32,-0.37,70.13,2.1,1.91,0,2.801,-0.04,47.572498,1
2018-07-31,47.575001,48.035,47.334999,47.572498,45.526745,157492000,94.49,0.18,68.76,-1.95,1.91,0,2.8405,1.41,50.375,1
2018-08-01,49.782501,50.439999,49.327499,50.375,48.208729,271742800,94.62,0.14,67.66,-1.6,1.91,0,2.757,-2.94,51.8475,1
2018-08-02,50.145,52.095001,50.087502,51.8475,49.617916,249616000,95.16,0.57,68.96,1.92,1.91,0,2.7455,-0.42,51.997501,1
2018-08-03,51.7575,52.185001,51.369999,51.997501,49.761463,133789600,95.14,-0.02,68.49,-0.68,1.91,0,2.7715,0.95,52.267502,1
2018-08-06,52,52.3125,51.767502,52.267502,50.019855,101701600,95.36,0.23,69.01,0.76,1.91,0,2.7385,-1.19,51.7775,0
2018-08-07,52.330002,52.375,51.689999,51.7775,49.550922,102349600,95.22,-0.15,69.17,0.23,1.91,0,2.759,0.75,51.8125,1
2018-08-08,51.512501,51.952499,51.130001,51.8125,49.584412,90102000,95.05,-0.18,66.94,-3.22,1.91,0,2.7575,-0.05,52.220001,1
2018-08-09,52.3825,52.445,51.799999,52.220001,49.9744,93970400,95.5,0.47,66.81,-0.19,1.91,0,2.7725,0.54,51.8825,0
2018-08-10,51.84,52.275002,51.6675,51.8825,49.825535,98444800,96.36,0.9,67.63,1.23,1.91,0,2.75,-0.81,52.217499,1
2018-08-13,52.327499,52.737499,51.924999,52.217499,50.147263,103563600,96.39,0.03,67.2,-0.64,1.91,0,2.738,-0.44,52.4375,1
2018-08-14,52.540001,52.639999,52.064999,52.4375,50.358528,82992000,96.73,0.35,67.04,-0.24,1.91,0,2.69,-1.75,52.560001,1
2018-08-15,52.305,52.685001,52.0825,52.560001,50.476185,115230400,96.7,-0.03,65.01,-3.03,1.91,0,2.568,-4.54,53.330002,1
2018-08-16,52.9375,53.452499,52.8675,53.330002,51.215652,114001600,96.64,-0.06,65.46,0.69,1.92,0.52,2.623,2.14,54.395,1
2018-08-17,53.360001,54.487499,53.290001,54.395,52.23843,141708000,96.1,-0.56,65.91,0.69,1.92,0,2.635,0.46,53.865002,0
2018-08-20,54.525002,54.794998,53.7775,53.865002,51.729443,121150800,95.9,-0.21,66.43,0.79,1.92,0,2.6745,1.5,53.759998,0
2018-08-21,54.200001,54.297501,53.5075,53.759998,51.628605,104639200,95.26,-0.67,67.35,1.38,1.92,0,2.7005,0.97,53.762501,1
2018-08-22,53.525002,54.09,53.459999,53.762501,51.631008,76072400,95.15,-0.12,67.86,0.76,1.92,0,2.68,-0.76,53.872501,1
2018-08-23,53.662498,54.262501,53.650002,53.872501,51.736649,75532800,95.67,0.55,67.83,-0.04,1.92,0,2.662,-0.67,54.040001,1
2018-08-24,54.150002,54.224998,53.7775,54.040001,51.897507,73905600,95.15,-0.54,68.72,1.31,1.92,0,2.7085,1.75,54.485001,1
2018-08-27,54.287498,54.685001,54.0825,54.485001,52.32486,82100400,94.78,-0.39,68.87,0.22,1.92,0,2.717,0.31,54.924999,1
2018-08-28,54.752499,55.134998,54.73,54.924999,52.747414,91107200,94.72,-0.06,68.53,-0.49,1.92,0,2.745,1.03,55.744999,1
2018-08-29,55.037498,55.872501,54.852501,55.744999,53.534904,109019200,94.6,-0.13,69.51,1.43,1.92,0,2.7195,-0.93,56.2575,1
2018-08-30,55.8125,57.064999,55.599998,56.2575,54.027084,195175200,94.72,0.13,70.25,1.06,1.92,0,2.7095,-0.37,56.907501,1
2018-08-31,56.627499,57.217499,56.5,56.907501,54.651325,173360400,95.14,0.44,69.8,-0.64,1.91,-0.52,2.6645,-1.66,57.09,1
2018-09-04,57.102501,57.294998,56.657501,57.09,54.826576,109560400,95.44,0.32,69.87,-0.36,1.92,0.52,2.5965,-2.55,56.717499,0
2018-09-05,57.247501,57.4175,56.275002,56.717499,54.468838,133332000,95.18,-0.27,68.72,-1.65,1.92,0,2.604,0.29,55.775002,0
2018-09-06,56.557499,56.837502,55.325001,55.775002,53.563717,137160000,95.02,-0.17,67.77,-1.38,1.92,0,2.63,1,55.325001,0
2018-09-07,55.462502,56.342499,55.177502,55.325001,53.131557,150479200,95.36,0.36,67.75,-0.03,1.92,0,2.616,-0.53,54.5825,0
2018-09-10,55.237499,55.462502,54.1175,54.5825,52.418495,158066000,95.15,-0.22,67.54,-0.31,1.92,0,2.6215,0.21,55.962502,1
2018-09-11,54.502499,56.075001,54.139999,55.962502,53.743782,142996000,95.25,0.11,69.25,2.53,1.92,0,2.615,-0.25,55.267502,0
2018-09-12,56.235001,56.25,54.959999,55.267502,53.076336,197114800,94.8,-0.47,70.37,1.62,1.92,0,2.669,2.07,56.602501,1
2018-09-13,55.880001,57.087502,55.642502,56.602501,54.358414,166825600,94.52,-0.3,68.59,-2.53,1.92,0,2.676,0.26,55.959999,0
2018-09-14,56.4375,56.709999,55.630001,55.959999,53.741386,127997200,94.93,0.43,68.99,0.58,1.92,0,2.638,-1.42,54.470001,0
2018-09-17,55.537498,55.737499,54.317501,54.470001,52.310455,148780400,94.5,-0.45,68.91,-0.12,1.92,0,2.6435,0.21,54.560001,1
2018-09-18,54.447498,55.462502,54.279999,54.560001,52.396893,126286800,94.64,0.15,69.85,1.36,1.92,0,2.723,3.01,54.592499,1
2018-09-19,54.625,54.904999,53.825001,54.592499,52.428101,108495200,94.54,-0.11,71.12,1.82,1.92,0,2.7215,-0.06,55.0075,1
2018-09-20,55.060001,55.57,54.787498,55.0075,52.826641,106435200,93.91,-0.67,70.8,-0.45,1.92,0,2.7315,0.37,54.415001,0
2018-09-21,55.195,55.34,54.322498,54.415001,52.257641,384986800,94.22,0.33,70.78,-0.03,1.92,0,2.848,4.27,55.197498,1
2018-09-24,54.205002,55.314999,54.157501,55.197498,53.009113,110773600,94.19,-0.03,72.08,1.84,1.93,0.52,2.827,-0.74,55.547501,1
2018-09-25,54.9375,55.705002,54.924999,55.547501,53.345242,98217600,94.13,-0.06,72.28,0.28,1.93,0,2.8145,-0.44,55.105,0
2018-09-26,55.25,55.9375,54.939999,55.105,52.92028,95938800,94.19,0.06,71.57,-0.98,1.93,0,2.8185,0.14,56.237499,1
